epoch,train_loss,val_acc,val_uar,val_f1,val_weighted_f1
1,2.0396547411039796,0.47021660649819497,0.20842609680688198,0.162558123862794,0.3438135506421147
2,1.9684673434166644,0.5153429602888087,0.3237241345754664,0.2970297767405035,0.482437252551135
3,1.818953191594566,0.5342960288808665,0.3631998949678326,0.34819505507235016,0.5300025462477314
4,1.699743350712751,0.5243682310469314,0.3650568046437849,0.345580482197998,0.5240414969854755
5,1.5997912245239612,0.5081227436823105,0.37811976093530636,0.34890400591277837,0.515446693644371
6,1.4895537318564873,0.5613718411552346,0.4064641013801639,0.40500300627515884,0.5567860616383844
7,1.3799660097989586,0.5315884476534296,0.40498336114556965,0.38765898709795776,0.5386217354970436
8,1.2539691272690545,0.526173285198556,0.40635280782537364,0.39547632839759606,0.5327991173870044
9,1.1404148907638532,0.5171480144404332,0.3985117208582062,0.3891676302041143,0.5239446047027033
